 ,Label,Area1,Mean1,Min1,Max1,Median1,Area2,Mean2,Min2,Max2,Median2,Area3,Mean3,Min3,Max3,Median3,Area4,Mean4,Min4,Max4,Median4,Area5,Mean5,Min5,Max5,Median5,Area6,Mean6,Min6,Max6,Median6,Area7,Mean7,Min7,Max7,Median7,Area8,Mean8,Min8,Max8,Median8
481,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.571,10,34,19,0.433,21.154,12,40,21,0.516,33.081,11,61,31,0.478,104.487,24,255,79,0.466,45.634,10,159,30,0.433,17.923,9,28,17,0.287,11.638,3,19,12,0.478,16.661,7,28,16
482,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.829,8,41,19,0.433,21.308,11,35,21,0.516,31.758,11,70,30,0.478,92.035,25,255,64,0.466,45.000,11,146,33,0.433,18.394,9,33,19,0.287,10.319,4,19,10,0.478,16.487,8,29,16
483,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.757,8,49,20,0.433,21.404,10,36,21,0.516,32.726,14,59,31,0.478,81.452,19,241,58,0.466,44.464,9,165,32,0.433,17.317,7,30,17,0.287,10.899,3,18,11,0.478,17.078,8,25,17
484,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,22.043,10,51,20,0.433,21.663,10,33,22,0.516,32.089,10,61,29,0.478,75.722,20,216,58,0.466,43.571,4,137,31,0.433,18.385,10,30,18,0.287,10.435,3,20,10,0.478,16.774,6,23,17
485,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.443,10,37,20,0.433,21.471,11,36,21,0.516,32.121,13,72,29,0.478,69.696,16,204,50,0.466,42.929,8,157,30,0.433,18.308,8,34,18,0.287,9.754,2,19,10,0.478,17.070,7,27,17
486,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.900,10,33,19,0.433,21.240,9,32,20,0.516,31.476,10,61,29,0.478,65.791,8,192,48,0.466,42.259,9,135,27,0.433,19.663,10,31,19,0.287,8.870,3,15,9,0.478,16.887,6,32,17
487,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.357,9,30,18,0.433,22.019,11,36,22,0.516,30.540,10,62,28,0.478,61.104,15,174,45,0.466,42.911,8,157,29,0.433,19.019,4,33,19,0.287,8.087,1,13,8,0.478,17.400,7,31,18
488,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.957,9,36,18,0.433,19.644,7,29,20,0.516,30.597,11,65,28,0.478,60.965,16,190,43,0.466,45.134,10,142,33,0.433,19.827,7,42,20,0.287,9.145,0,16,10,0.478,16.904,9,26,17
489,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.786,10,31,19,0.433,19.731,11,31,19,0.516,30.540,12,64,28,0.478,56.278,15,175,40,0.466,46.393,7,156,30,0.433,19.683,8,34,19,0.287,9.203,2,16,9,0.478,16.139,6,26,16
490,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.200,8,34,17,0.433,20.596,11,31,21,0.516,31.895,10,67,30,0.478,51.148,12,140,38,0.466,92.768,17,255,59,0.433,19.212,8,33,19,0.287,8.522,3,15,8,0.478,17.548,8,32,18
491,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.157,10,29,19,0.433,20.135,12,32,20,0.516,31.532,9,60,29,0.478,48.278,10,144,37,0.466,108.500,17,255,73,0.433,19.337,9,35,19,0.287,8.884,2,18,9,0.478,16.548,10,28,16
492,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.457,9,30,17,0.433,20.817,8,33,20,0.516,29.879,13,61,27,0.478,46.687,10,139,34,0.466,114.920,23,255,81,0.433,19.519,8,32,20,0.287,8.159,3,19,8,0.478,16.591,8,28,16
493,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.186,10,29,18,0.433,19.462,9,31,20,0.516,30.008,12,61,26,0.478,46.983,9,129,36,0.466,116.152,21,255,78,0.433,19.510,9,34,20,0.287,8.507,2,15,8,0.478,16.983,7,30,16
494,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.114,10,29,16,0.433,19.615,8,30,20,0.516,30.726,14,63,28,0.478,45.835,11,129,33,0.466,114.464,22,255,80,0.433,18.683,7,32,18,0.287,7.522,1,12,7,0.478,17.087,6,28,17
495,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.443,6,38,17,0.433,21.202,11,38,21,0.516,29.153,9,60,26,0.478,44.748,10,132,33,0.466,114.196,25,255,79,0.433,19.115,4,31,20,0.287,7.725,3,17,8,0.478,16.278,8,26,16
496,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.957,9,29,16,0.433,19.481,10,30,19,0.516,30.137,12,56,29,0.478,45.174,13,139,32,0.466,114.179,20,255,78,0.433,18.740,10,29,19,0.287,7.174,1,16,7,0.478,16.678,8,26,16
497,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.371,7,29,16,0.433,20.462,10,33,20,0.516,29.653,13,61,27,0.478,43.348,12,119,34,0.466,112.000,21,255,74,0.433,18.827,9,34,18,0.287,8.435,2,15,8,0.478,16.443,8,24,16
498,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.843,10,27,17,0.433,18.962,10,30,19,0.516,30.661,11,57,29,0.478,42.557,10,117,32,0.466,113.518,19,255,82,0.433,18.952,10,30,19,0.287,8.261,2,15,8,0.478,16.783,5,25,17
499,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.171,10,32,15,0.433,20.837,9,35,21,0.516,28.718,10,55,26,0.478,44.235,13,127,34,0.466,110.812,25,255,75,0.433,18.346,7,32,19,0.287,8.145,3,16,8,0.478,16.591,9,27,16
500,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.871,6,32,17,0.433,19.577,9,31,20,0.516,29.766,12,54,28,0.478,40.652,10,114,30,0.466,110.429,19,255,77,0.433,19.885,9,34,20,0.287,7.203,2,14,7,0.478,16.504,8,26,16
501,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.157,7,32,17,0.433,19.115,9,33,18,0.516,29.855,10,57,28,0.478,41.217,6,112,32,0.466,107.384,24,255,76,0.433,18.654,6,31,19,0.287,7.783,2,14,8,0.478,16.565,9,26,16
502,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.886,10,33,16,0.433,18.404,11,34,18,0.516,30.508,13,57,29,0.478,41.887,6,123,31,0.466,108.473,18,255,75,0.433,18.365,9,31,19,0.287,7.261,0,13,8,0.478,16.713,7,26,16
503,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.029,9,26,16,0.433,19.212,10,32,19,0.516,28.242,10,51,26,0.478,39.730,7,106,30,0.466,107.232,19,255,73,0.433,18.519,8,30,19,0.287,8.029,1,16,7,0.478,16.426,7,26,16
504,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.886,7,29,17,0.433,19.625,11,28,19,0.516,30.315,10,55,29,0.478,39.357,7,116,30,0.466,106.018,20,255,73,0.433,17.433,7,31,17,0.287,7.261,1,13,7,0.478,16.061,7,27,15
505,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.286,5,33,17,0.433,19.327,10,30,19,0.516,29.218,11,57,27,0.478,37.896,4,108,28,0.466,104.214,21,255,72,0.433,18.433,7,32,18,0.287,8.203,0,16,8,0.478,15.704,6,30,16
506,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.929,10,29,16,0.433,20.548,10,34,20,0.516,28.718,10,57,27,0.478,37.313,5,107,28,0.466,103.759,22,255,65,0.433,18.500,9,33,18,0.287,7.391,3,13,7,0.478,16.026,7,27,16
507,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.286,11,27,17,0.433,19.183,10,34,19,0.516,29.032,10,55,27,0.478,37.130,8,103,29,0.466,102.321,21,255,65,0.433,17.846,5,34,17,0.287,7.522,2,14,7,0.478,15.974,9,26,16
508,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.671,10,26,17,0.433,19.038,10,34,19,0.516,28.661,10,58,27,0.478,35.548,11,97,26,0.466,101.411,20,255,66,0.433,17.442,7,28,18,0.287,7.783,2,17,8,0.478,15.530,6,22,16
509,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.243,9,24,17,0.433,19.827,12,33,20,0.516,29.024,12,61,27,0.478,36.391,5,99,25,0.466,100.411,21,255,64,0.433,17.000,7,29,16,0.287,8.319,2,17,8,0.478,16.765,8,26,16
510,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.714,9,32,17,0.433,19.163,10,32,19,0.516,29.290,15,53,27,0.478,37.017,8,106,31,0.466,96.411,20,255,61,0.433,16.452,5,31,16,0.287,6.145,1,15,6,0.478,15.643,5,25,16
511,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.986,9,26,17,0.433,19.269,8,30,20,0.516,29.444,12,63,27,0.478,35.609,10,98,27,0.466,95.134,20,255,64,0.433,16.654,5,31,16,0.287,6.928,1,15,7,0.478,17.070,7,30,17
512,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.443,10,27,17,0.433,18.673,7,27,19,0.516,29.637,11,57,28,0.478,34.922,10,100,27,0.466,94.598,17,255,62,0.433,15.856,5,33,16,0.287,6.435,2,15,6,0.478,15.922,5,26,16
513,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.314,6,31,17,0.433,18.183,9,31,18,0.516,29.387,13,55,27,0.478,33.870,7,96,25,0.466,94.786,18,255,61,0.433,17.510,9,33,17,0.287,8.391,3,14,8,0.478,16.339,5,27,16
514,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.729,7,28,18,0.433,19.798,7,30,20,0.516,27.863,10,53,26,0.478,33.826,5,91,26,0.466,90.143,16,255,60,0.433,17.154,6,29,17,0.287,7.841,3,15,8,0.478,16.443,10,26,16
515,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.686,9,32,18,0.433,19.433,11,30,19,0.516,28.306,12,50,27,0.478,33.957,5,101,25,0.466,92.107,21,255,59,0.433,15.760,5,31,15,0.287,7.203,0,15,7,0.478,16.130,9,24,16
516,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.257,8,28,18,0.433,19.125,10,31,20,0.516,29.040,13,55,27,0.478,32.391,6,96,25,0.466,88.527,19,255,54,0.433,15.962,8,29,16,0.287,8.188,2,16,8,0.478,16.565,8,25,17
517,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.157,12,29,17,0.433,20.106,10,33,20,0.516,28.290,13,58,26,0.478,32.017,7,93,26,0.466,89.821,15,255,57,0.433,15.596,6,27,16,0.287,7.623,2,13,7,0.478,16.496,7,29,16
518,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.900,5,28,18,0.433,19.942,11,32,20,0.516,27.798,12,53,25,0.478,32.948,6,97,27,0.466,88.089,13,255,55,0.433,15.779,6,27,16,0.287,7.449,1,15,8,0.478,16.209,10,23,16
519,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.457,10,32,17,0.433,19.615,10,31,20,0.516,28.565,8,54,27,0.478,32.035,6,90,24,0.466,83.250,17,255,50,0.433,16.298,7,34,16,0.287,7.652,1,14,7,0.478,16.574,7,29,16
520,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.771,8,26,17,0.433,18.817,10,33,19,0.516,27.613,10,51,26,0.478,29.922,4,81,23,0.466,83.223,15,255,49,0.433,16.260,7,26,16,0.287,7.667,0,15,8,0.478,17.235,8,28,17
521,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.714,9,30,17,0.433,19.519,9,29,20,0.516,28.444,10,56,27,0.478,30.504,9,94,22,0.466,83.348,13,255,49,0.433,16.154,8,28,16,0.287,8.101,0,17,8,0.478,16.513,8,26,16
522,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.529,10,28,17,0.433,19.375,8,32,19,0.516,27.718,11,55,26,0.478,28.835,6,82,23,0.466,82.179,16,255,46,0.433,16.298,4,26,16,0.287,6.710,1,13,7,0.478,16.304,7,27,17
523,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.271,8,31,18,0.433,18.779,9,30,18,0.516,27.710,8,55,26,0.478,28.183,7,88,22,0.466,80.527,16,255,46,0.433,15.462,7,25,15,0.287,7.058,1,15,7,0.478,16.522,7,25,17
524,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.100,12,31,16,0.433,18.875,8,32,19,0.516,26.782,12,51,25,0.478,28.661,7,80,23,0.466,79.339,14,255,49,0.433,16.635,6,29,16,0.287,6.971,0,16,7,0.478,16.661,6,27,16
525,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.886,9,28,18,0.433,18.192,8,28,19,0.516,26.871,10,53,25,0.478,28.130,7,84,20,0.466,76.438,15,255,44,0.433,14.740,2,24,15,0.287,7.275,3,12,7,0.478,15.661,6,26,15
526,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.900,11,30,18,0.433,19.202,10,30,19,0.516,27.266,12,51,26,0.478,29.052,6,83,21,0.466,74.464,16,255,44,0.433,15.404,7,25,15,0.287,7.565,1,15,8,0.478,16.322,7,27,16
527,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.357,10,29,18,0.433,19.077,8,36,19,0.516,27.419,8,56,26,0.478,27.722,5,79,20,0.466,72.723,14,255,41,0.433,15.875,5,26,16,0.287,7.841,2,15,8,0.478,15.617,7,27,15
528,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.700,9,27,18,0.433,20.019,11,30,20,0.516,26.903,10,49,25,0.478,26.983,5,79,22,0.466,70.866,14,255,42,0.433,14.962,5,30,15,0.287,8.029,1,16,8,0.478,15.652,6,27,16
529,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.486,8,29,18,0.433,18.144,10,28,18,0.516,26.960,10,52,26,0.478,29.052,3,80,22,0.466,73.652,15,255,44,0.433,15.606,7,24,16,0.287,7.652,0,15,7,0.478,15.409,7,25,15
530,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.614,8,31,19,0.433,19.173,8,34,19,0.516,26.597,12,47,25,0.478,26.896,7,70,21,0.466,72.339,14,255,43,0.433,15.519,5,28,15,0.287,7.899,0,13,8,0.478,15.643,7,24,15
531,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.600,9,32,18,0.433,18.442,9,25,19,0.516,26.540,13,51,24,0.478,27.113,3,80,23,0.466,70.634,15,255,43,0.433,15.779,8,26,16,0.287,8.638,1,14,9,0.478,15.904,9,26,15
532,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.943,11,28,18,0.433,18.385,9,29,18,0.516,25.468,11,48,25,0.478,27.974,4,90,21,0.466,70.946,14,255,42,0.433,15.779,5,28,16,0.287,7.928,0,17,8,0.478,15.591,6,23,16
533,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.971,9,33,19,0.433,18.500,11,29,18,0.516,25.806,11,49,24,0.478,25.174,6,74,19,0.466,69.411,16,255,41,0.433,15.212,5,24,16,0.287,7.913,2,20,7,0.478,15.583,5,26,16
534,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.800,8,29,19,0.433,18.615,11,25,19,0.516,27.419,13,50,26,0.478,24.948,5,73,20,0.466,67.902,14,255,40,0.433,15.327,5,25,15,0.287,7.043,1,14,7,0.478,15.930,6,27,16
535,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.943,13,35,23,0.433,18.010,10,28,18,0.516,26.653,11,51,26,0.478,24.565,4,70,20,0.466,63.545,11,243,39,0.433,15.760,3,28,15,0.287,7.304,3,12,7,0.478,15.852,8,23,16
536,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.743,7,30,19,0.433,18.356,8,35,18,0.516,25.839,10,48,23,0.478,23.991,5,72,18,0.466,66.232,13,255,39,0.433,15.904,5,25,16,0.287,7.217,0,13,7,0.478,16.017,6,28,16
537,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.371,8,33,19,0.433,18.173,10,30,18,0.516,26.290,11,51,25,0.478,24.461,5,65,20,0.466,64.759,14,244,39,0.433,15.106,6,26,15,0.287,7.116,1,16,7,0.478,14.835,6,24,14
538,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.686,8,30,19,0.433,19.202,9,30,20,0.516,26.177,12,54,25,0.478,25.191,6,68,19,0.466,64.134,16,249,41,0.433,15.548,6,26,15,0.287,7.174,2,16,7,0.478,15.043,7,22,15
539,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.757,12,32,19,0.433,18.625,10,29,19,0.516,25.331,9,50,24,0.478,24.522,7,63,20,0.466,62.179,15,238,41,0.433,14.981,7,28,15,0.287,6.986,1,13,7,0.478,15.365,7,26,15
540,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.071,9,31,19,0.433,19.606,10,29,20,0.516,26.532,12,51,25,0.478,24.209,6,68,19,0.466,61.518,15,212,37,0.433,14.144,6,25,14,0.287,7.188,1,15,7,0.478,14.835,5,26,15
541,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.986,10,38,20,0.433,19.519,9,33,20,0.516,27.218,10,53,26,0.478,23.200,6,67,18,0.466,61.661,14,226,37,0.433,15.000,6,26,15,0.287,7.696,1,14,7,0.478,15.609,7,23,15
542,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.700,12,35,20,0.433,19.490,8,28,20,0.516,27.492,13,52,26,0.478,25.348,3,66,20,0.466,62.580,7,241,38,0.433,14.635,5,23,15,0.287,7.261,1,13,8,0.478,15.139,7,27,15
543,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.229,10,31,20,0.433,18.913,10,34,19,0.516,26.863,11,55,25,0.478,23.809,6,62,20,0.466,63.045,9,231,38,0.433,14.990,6,26,15,0.287,7.478,3,15,7,0.478,15.452,7,24,15
544,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.914,13,32,20,0.433,19.702,10,31,19,0.516,25.387,6,46,25,0.478,22.548,6,65,18,0.466,59.839,12,219,38,0.433,14.750,6,24,15,0.287,6.681,0,13,7,0.478,15.852,7,24,16
545,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.957,9,34,20,0.433,18.183,10,30,18,0.516,26.323,12,50,25,0.478,23.800,4,62,19,0.466,59.241,12,225,34,0.433,14.173,6,29,14,0.287,6.957,0,13,7,0.478,15.183,7,26,15
546,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.957,15,38,21,0.433,20.067,9,29,20,0.516,25.790,13,49,24,0.478,22.861,5,63,19,0.466,57.670,13,203,33,0.433,14.538,5,27,15,0.287,7.130,1,14,7,0.478,14.591,8,25,14
547,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.214,10,31,19,0.433,18.798,10,30,19,0.516,25.855,11,46,24,0.478,23.261,3,68,19,0.466,57.464,9,222,36,0.433,13.558,4,21,13,0.287,6.957,1,14,7,0.478,14.843,9,25,15
548,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.314,10,36,20,0.433,18.279,11,29,18,0.516,25.798,12,50,24,0.478,21.530,1,58,18,0.466,56.420,13,196,35,0.433,14.154,7,25,14,0.287,6.928,1,16,7,0.478,16.078,8,24,16
549,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.886,10,33,18,0.433,17.923,7,33,18,0.516,26.476,10,51,24,0.478,21.209,3,65,17,0.466,56.795,12,215,35,0.433,15.423,5,28,15,0.287,6.435,0,12,6,0.478,16.070,9,24,16
550,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.243,9,33,17,0.433,19.365,10,31,19,0.516,26.444,11,55,26,0.478,21.843,5,54,17,0.466,57.402,12,215,34,0.433,14.904,6,27,15,0.287,5.725,0,11,6,0.478,15.000,5,23,15
551,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.771,10,27,17,0.433,18.971,12,29,19,0.516,24.782,10,45,23,0.478,23.087,4,62,19,0.466,55.759,11,201,32,0.433,15.154,5,29,15,0.287,6.667,0,13,7,0.478,15.330,8,26,15
552,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.800,8,24,17,0.433,18.913,9,29,19,0.516,26.468,13,49,26,0.478,21.765,5,59,18,0.466,55.125,12,203,35,0.433,15.250,6,25,15,0.287,6.580,1,16,6,0.478,15.626,7,23,15
553,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.657,9,37,17,0.433,18.423,8,29,19,0.516,26.468,8,50,25,0.478,20.139,3,56,17,0.466,57.143,15,203,38,0.433,14.394,6,28,14,0.287,6.725,1,14,6,0.478,15.148,8,23,15
554,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.157,10,25,17,0.433,19.394,9,29,19,0.516,28.726,10,65,28,0.478,20.661,4,68,17,0.466,56.580,13,209,36,0.433,13.990,6,24,14,0.287,7.116,1,14,7,0.478,15.383,9,25,15
555,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.829,8,30,17,0.433,18.471,9,29,18,0.516,26.750,11,58,26,0.478,21.461,4,64,18,0.466,56.304,13,217,36,0.433,14.952,5,24,15,0.287,6.638,0,15,7,0.478,14.557,7,25,14
556,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.057,9,32,18,0.433,18.038,9,26,18,0.516,26.815,8,72,26,0.478,20.235,4,62,16,0.466,56.562,14,221,39,0.433,14.769,6,26,15,0.287,7.522,1,16,7,0.478,15.348,6,26,15
557,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.157,11,29,17,0.433,17.644,5,31,18,0.516,26.315,14,54,25,0.478,20.035,4,53,17,0.466,54.911,11,202,35,0.433,13.808,4,24,14,0.287,6.783,1,14,7,0.478,14.957,8,27,15
558,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.286,8,28,18,0.433,19.240,12,31,19,0.516,27.976,14,65,26,0.478,19.487,5,55,16,0.466,52.982,12,196,34,0.433,14.644,6,24,15,0.287,7.116,0,17,7,0.478,15.261,8,24,15
559,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.214,11,28,18,0.433,19.106,9,32,18,0.516,26.968,10,62,27,0.478,19.800,1,54,18,0.466,53.375,12,187,34,0.433,13.962,5,28,14,0.287,6.986,0,14,7,0.478,15.017,6,30,15
560,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.257,9,28,17,0.433,18.654,9,28,19,0.516,28.226,14,72,27,0.478,18.278,4,49,15,0.466,49.670,14,166,31,0.433,14.750,6,26,15,0.287,6.710,0,15,7,0.478,14.774,7,26,15
561,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.714,11,27,19,0.433,18.683,11,28,19,0.516,26.371,13,57,25,0.478,17.478,1,48,15,0.466,47.411,12,164,31,0.433,14.269,6,25,14,0.287,6.623,2,12,7,0.478,14.443,5,21,15
562,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.257,11,30,19,0.433,19.413,8,29,20,0.516,27.573,8,51,26,0.478,18.904,2,51,16,0.466,47.679,13,165,30,0.433,15.115,3,28,15,0.287,6.725,0,17,7,0.478,15.461,7,24,16
563,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.300,7,28,19,0.433,17.942,6,27,18,0.516,26.661,7,59,26,0.478,18.322,3,56,15,0.466,45.393,10,167,29,0.433,13.769,3,25,13,0.287,6.986,0,18,7,0.478,15.261,7,22,15
564,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.371,10,31,20,0.433,18.981,11,30,20,0.516,27.815,11,54,26,0.478,17.965,3,49,15,0.466,45.357,11,165,29,0.433,14.048,8,23,14,0.287,7.261,2,13,7,0.478,15.226,7,25,15
565,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.157,4,26,19,0.433,18.558,8,27,19,0.516,27.685,12,48,26,0.478,18.322,4,50,15,0.466,44.679,10,160,28,0.433,13.702,6,28,13,0.287,7.304,0,17,7,0.478,15.513,8,28,15
566,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.686,9,29,19,0.433,17.413,6,26,18,0.516,27.177,11,48,27,0.478,18.026,4,50,15,0.466,44.723,11,164,29,0.433,13.365,4,24,13,0.287,6.449,0,13,6,0.478,15.452,6,24,15
567,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.886,10,29,17,0.433,17.356,8,27,17,0.516,27.250,10,48,27,0.478,18.183,6,48,15,0.466,45.643,13,180,30,0.433,13.567,3,27,14,0.287,6.536,0,14,6,0.478,15.304,8,25,15
568,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.229,10,33,18,0.433,18.913,10,28,19,0.516,26.903,12,45,27,0.478,18.061,3,51,15,0.466,43.304,10,160,28,0.433,13.644,5,25,14,0.287,7.551,2,14,7,0.478,15.304,7,28,15
569,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.043,10,32,19,0.433,18.067,7,27,18,0.516,27.694,13,45,28,0.478,19.487,7,43,18,0.466,43.536,10,152,27,0.433,13.471,4,26,13,0.287,6.464,1,13,6,0.478,14.930,8,25,15
