 ,Label,Area1,Mean1,Min1,Max1,Median1,Area2,Mean2,Min2,Max2,Median2,Area3,Mean3,Min3,Max3,Median3,Area4,Mean4,Min4,Max4,Median4,Area5,Mean5,Min5,Max5,Median5,Area6,Mean6,Min6,Max6,Median6,Area7,Mean7,Min7,Max7,Median7,Area8,Mean8,Min8,Max8,Median8
570,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.757,11,31,20,0.433,18.010,6,35,18,0.516,27.492,14,55,26,0.478,18.696,5,48,16,0.466,42.277,8,143,27,0.433,14.019,6,21,14,0.287,5.986,1,13,6,0.478,16.043,8,24,16
571,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.557,10,30,20,0.433,18.250,9,32,18,0.516,27.210,12,47,26,0.478,18.513,5,44,15,0.466,41.929,11,152,27,0.433,13.663,6,22,13,0.287,6.551,1,14,7,0.478,15.452,4,25,15
572,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.000,12,37,20,0.433,17.490,7,28,17,0.516,28.145,12,50,27,0.478,17.826,2,45,15,0.466,43.750,9,160,27,0.433,13.885,6,26,14,0.287,6.971,1,14,7,0.478,15.270,6,24,15
573,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.143,11,33,21,0.433,17.625,10,29,18,0.516,27.323,12,45,26,0.478,17.487,3,43,15,0.466,42.357,9,150,28,0.433,13.798,5,26,14,0.287,6.536,2,13,6,0.478,15.243,7,26,15
574,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.871,13,33,20,0.433,17.452,10,28,17,0.516,26.056,13,48,25,0.478,17.713,5,42,16,0.466,43.384,7,151,27,0.433,13.269,5,21,13,0.287,6.841,1,14,7,0.478,14.791,8,25,15
575,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.043,11,36,20,0.433,17.865,11,34,17,0.516,26.290,9,51,25,0.478,18.157,3,42,16,0.466,40.259,9,171,25,0.433,13.760,5,23,14,0.287,7.565,2,17,7,0.478,14.965,7,28,15
576,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.100,11,31,19,0.433,17.433,9,27,17,0.516,27.363,13,52,26,0.478,18.139,3,44,16,0.466,40.223,10,141,24,0.433,14.481,7,24,14,0.287,6.667,2,13,7,0.478,14.687,6,24,15
577,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.957,10,33,21,0.433,17.260,9,26,17,0.516,26.137,12,49,26,0.478,17.330,3,40,15,0.466,39.920,9,147,26,0.433,13.798,5,24,14,0.287,6.623,1,12,7,0.478,14.922,6,25,15
578,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.243,7,28,20,0.433,17.221,10,29,17,0.516,25.363,14,45,25,0.478,17.948,5,46,15,0.466,40.598,12,137,27,0.433,14.240,5,26,14,0.287,6.783,0,15,7,0.478,14.522,7,24,15
579,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.614,8,28,19,0.433,17.212,8,30,17,0.516,25.113,7,43,25,0.478,18.139,6,45,16,0.466,40.500,10,141,26,0.433,13.654,6,24,14,0.287,7.246,1,13,7,0.478,15.461,7,24,15
580,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.671,9,35,19,0.433,17.240,8,27,17,0.516,24.742,12,43,24,0.478,18.113,3,44,16,0.466,39.946,10,161,24,0.433,13.731,6,27,13,0.287,7.217,0,14,7,0.478,15.043,7,24,15
581,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.071,10,33,19,0.433,16.740,6,27,16,0.516,25.105,10,46,26,0.478,19.165,5,53,17,0.466,41.991,7,161,27,0.433,14.173,5,23,14,0.287,6.696,1,13,7,0.478,15.357,6,26,15
582,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.529,10,30,19,0.433,18.606,10,30,18,0.516,26.169,10,49,26,0.478,17.983,2,44,16,0.466,41.223,9,142,28,0.433,14.000,4,23,13,0.287,6.551,0,14,6,0.478,15.235,9,24,15
583,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.800,10,29,20,0.433,17.240,8,30,17,0.516,24.758,10,45,24,0.478,17.948,6,44,15,0.466,41.098,9,149,26,0.433,14.087,5,27,14,0.287,6.391,0,13,6,0.478,15.139,6,27,15
584,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.157,11,33,20,0.433,16.817,8,25,17,0.516,24.476,13,51,24,0.478,17.626,4,43,15,0.466,40.911,9,143,27,0.433,13.875,6,22,14,0.287,6.855,0,13,6,0.478,14.896,7,24,15
585,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.843,9,40,20,0.433,17.404,9,31,17,0.516,24.887,13,39,24,0.478,17.452,2,42,16,0.466,39.866,7,138,25,0.433,13.183,5,22,13,0.287,7.290,1,13,7,0.478,15.278,6,24,15
586,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.400,11,29,19,0.433,17.971,8,29,18,0.516,24.040,10,41,24,0.478,17.400,2,37,15,0.466,40.446,8,146,26,0.433,14.971,6,31,15,0.287,7.435,1,15,7,0.478,15.478,7,25,15
587,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.071,11,31,20,0.433,17.673,10,33,18,0.516,24.379,11,47,25,0.478,17.443,0,47,16,0.466,41.107,8,140,28,0.433,14.356,8,30,14,0.287,6.058,1,11,6,0.478,15.487,8,26,15
588,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.557,11,32,20,0.433,18.596,9,29,19,0.516,24.597,13,50,24,0.478,17.904,0,46,15,0.466,39.527,11,141,26,0.433,14.115,7,26,14,0.287,6.609,1,11,7,0.478,15.026,7,25,15
589,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.057,10,29,19,0.433,17.163,7,34,17,0.516,25.895,10,45,25,0.478,17.330,4,38,16,0.466,40.455,7,155,25,0.433,14.606,5,23,15,0.287,6.522,0,13,7,0.478,15.209,6,25,15
590,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.643,7,33,20,0.433,17.452,5,28,17,0.516,25.952,10,48,26,0.478,15.809,3,41,14,0.466,43.589,6,148,30,0.433,14.587,4,24,14,0.287,5.710,0,12,5,0.478,14.774,7,28,14
591,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.700,9,32,19,0.433,17.077,6,25,17,0.516,26.323,11,45,26,0.478,15.539,4,38,14,0.466,43.616,9,144,27,0.433,14.519,4,26,14,0.287,5.826,0,13,5,0.478,14.861,7,23,15
592,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.914,12,32,22,0.433,16.644,8,29,17,0.516,24.887,12,41,25,0.478,16.861,5,41,14,0.466,43.357,10,158,27,0.433,14.144,4,28,14,0.287,6.638,0,12,6,0.478,14.783,5,24,15
593,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.729,13,36,21,0.433,16.442,8,24,16,0.516,25.944,12,49,25,0.478,16.191,2,40,14,0.466,41.929,9,143,27,0.433,14.760,5,28,14,0.287,6.058,1,12,6,0.478,14.870,7,21,15
594,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.571,7,39,20,0.433,16.587,6,25,17,0.516,26.129,11,44,25,0.478,15.678,4,36,14,0.466,41.134,10,146,25,0.433,14.308,4,26,14,0.287,6.638,1,15,6,0.478,14.261,6,26,14
595,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.271,10,30,20,0.433,17.163,5,28,17,0.516,26.234,11,67,25,0.478,16.009,4,37,15,0.466,41.821,9,161,26,0.433,14.327,5,26,14,0.287,6.928,1,13,7,0.478,14.478,7,25,14
596,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.300,12,37,18,0.433,16.817,7,27,17,0.516,28.419,11,69,27,0.478,16.165,7,35,14,0.466,41.223,7,152,28,0.433,14.317,5,28,14,0.287,7.275,0,16,7,0.478,14.426,6,23,15
597,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.000,10,36,20,0.433,17.029,8,29,17,0.516,28.935,9,87,26,0.478,15.330,4,35,14,0.466,42.000,5,152,26,0.433,14.644,7,24,15,0.287,5.884,1,12,6,0.478,15.104,5,26,15
598,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.129,9,30,19,0.433,18.019,10,29,18,0.516,28.097,11,76,26,0.478,15.574,5,35,14,0.466,40.643,8,159,26,0.433,13.760,5,22,14,0.287,6.609,0,14,7,0.478,14.635,5,21,15
599,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.129,10,32,19,0.433,16.788,6,27,17,0.516,26.645,12,57,26,0.478,16.052,2,42,15,0.466,42.116,12,166,25,0.433,13.769,5,25,13,0.287,5.493,0,11,5,0.478,14.887,6,24,15
600,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.800,7,28,19,0.433,17.346,8,28,18,0.516,27.927,12,66,26,0.478,15.704,4,38,14,0.466,40.259,8,139,26,0.433,14.010,5,28,14,0.287,6.696,1,13,7,0.478,14.878,7,26,15
601,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.057,13,36,20,0.433,16.683,8,29,17,0.516,29.500,11,76,27,0.478,15.261,4,31,14,0.466,40.545,7,143,28,0.433,13.913,3,22,14,0.287,6.681,0,15,7,0.478,14.400,6,24,14
602,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.729,10,31,20,0.433,17.875,8,29,17,0.516,28.935,14,78,27,0.478,14.496,3,36,13,0.466,40.277,10,139,27,0.433,13.731,5,25,14,0.287,6.754,0,14,7,0.478,14.870,7,24,15
603,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.557,11,36,19,0.433,16.952,5,25,17,0.516,27.202,11,64,25,0.478,15.157,1,41,13,0.466,41.036,6,148,26,0.433,13.404,5,27,13,0.287,6.870,1,14,7,0.478,14.165,5,23,14
604,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.957,10,32,19,0.433,17.625,7,26,18,0.516,27.726,13,67,26,0.478,13.817,3,30,13,0.466,42.786,11,159,25,0.433,12.933,3,21,13,0.287,6.754,1,14,6,0.478,14.530,5,26,14
605,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.271,13,35,19,0.433,16.817,6,26,17,0.516,28.298,12,78,27,0.478,14.887,2,31,13,0.466,40.982,9,146,26,0.433,13.288,6,22,13,0.287,6.493,1,13,6,0.478,14.713,8,26,14
606,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.357,9,30,21,0.433,18.327,9,29,18,0.516,28.839,9,78,26,0.478,14.687,3,34,13,0.466,41.875,9,151,28,0.433,12.981,3,26,13,0.287,6.841,0,12,7,0.478,14.052,7,26,14
607,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.114,9,31,20,0.433,17.923,9,31,18,0.516,29.476,9,79,27,0.478,14.339,1,30,13,0.466,42.616,10,154,26,0.433,13.163,6,21,13,0.287,6.754,1,13,7,0.478,14.026,8,21,14
608,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.514,8,35,19,0.433,17.788,6,29,18,0.516,27.661,9,71,26,0.478,15.113,4,37,13,0.466,42.571,8,155,26,0.433,13.548,6,23,14,0.287,6.217,0,11,6,0.478,14.435,7,24,15
609,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.771,7,38,20,0.433,16.731,8,29,17,0.516,28.073,6,70,25,0.478,15.157,3,35,14,0.466,43.214,11,150,28,0.433,13.413,5,25,13,0.287,6.362,1,13,6,0.478,14.609,7,24,14
610,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.900,9,30,19,0.433,15.788,8,25,16,0.516,30.081,10,84,28,0.478,15.330,4,39,14,0.466,43.214,9,164,28,0.433,12.712,5,24,13,0.287,6.638,0,14,7,0.478,13.939,7,23,14
611,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.529,10,29,18,0.433,16.442,8,26,16,0.516,28.331,9,67,27,0.478,15.052,4,35,14,0.466,42.795,7,158,29,0.433,12.721,5,23,13,0.287,6.739,0,16,7,0.478,13.878,7,22,14
612,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.700,10,34,18,0.433,17.154,7,26,17,0.516,29.065,10,82,27,0.478,15.643,3,32,15,0.466,42.384,6,163,26,0.433,13.240,2,22,14,0.287,5.754,0,13,6,0.478,13.826,5,21,13
613,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.343,10,29,18,0.433,16.048,8,32,16,0.516,29.653,9,71,28,0.478,13.957,4,29,14,0.466,41.920,5,157,28,0.433,12.519,6,24,12,0.287,6.029,1,14,6,0.478,13.374,5,22,13
614,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.529,12,35,18,0.433,16.606,6,26,16,0.516,28.597,11,77,26,0.478,13.670,2,31,12,0.466,42.821,9,152,27,0.433,12.587,6,23,12,0.287,6.710,0,13,6,0.478,14.313,4,23,15
615,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.771,8,30,19,0.433,16.038,8,25,16,0.516,28.855,11,66,27,0.478,14.261,0,30,13,0.466,42.321,9,152,27,0.433,12.846,4,20,13,0.287,6.754,0,15,7,0.478,17.296,7,27,18
616,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.386,10,32,18,0.433,16.279,7,28,16,0.516,28.798,12,74,27,0.478,13.652,3,33,13,0.466,45.884,8,156,28,0.433,13.808,5,21,15,0.287,6.464,0,12,7,0.478,17.078,9,29,17
617,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.771,5,30,17,0.433,16.712,8,25,17,0.516,28.363,13,66,26,0.478,14.270,4,35,13,0.466,44.134,7,153,29,0.433,13.471,4,22,13,0.287,6.826,0,14,7,0.478,15.965,8,26,16
618,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.114,9,28,17,0.433,16.096,6,26,16,0.516,29.161,13,57,27,0.478,14.270,2,31,14,0.466,44.500,11,150,27,0.433,14.019,5,26,14,0.287,6.725,1,13,7,0.478,16.609,4,25,17
619,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.114,11,31,18,0.433,17.288,3,28,17,0.516,28.968,13,56,28,0.478,13.757,3,33,12,0.466,43.339,9,150,29,0.433,14.231,7,26,14,0.287,6.000,1,13,6,0.478,16.183,8,23,16
620,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.129,9,30,18,0.433,16.183,8,27,16,0.516,27.218,14,50,25,0.478,14.070,5,36,13,0.466,42.938,7,151,30,0.433,14.240,6,23,14,0.287,6.739,0,12,7,0.478,16.557,8,28,16
621,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.986,6,26,17,0.433,16.260,6,25,17,0.516,28.073,15,58,26,0.478,13.696,2,31,13,0.466,41.107,9,145,27,0.433,14.269,6,27,14,0.287,6.043,1,12,6,0.478,15.965,7,27,16
622,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.743,6,25,17,0.433,15.683,7,24,15,0.516,28.008,12,56,27,0.478,13.513,2,27,13,0.466,44.420,9,137,30,0.433,13.683,3,24,14,0.287,6.406,0,13,6,0.478,16.357,7,26,16
623,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.400,11,26,17,0.433,16.115,8,26,16,0.516,27.089,12,51,25,0.478,13.087,5,27,12,0.466,44.250,11,153,27,0.433,13.962,5,22,14,0.287,7.130,0,15,7,0.478,16.000,7,23,16
624,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.371,9,28,16,0.433,16.913,10,26,17,0.516,27.202,12,49,27,0.478,13.522,3,29,13,0.466,42.946,10,150,28,0.433,13.413,2,22,14,0.287,6.957,0,16,7,0.478,15.017,6,21,15
625,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.857,7,23,16,0.433,16.433,7,26,16,0.516,27.355,12,54,26,0.478,13.774,1,28,13,0.466,44.054,10,152,29,0.433,13.596,6,22,14,0.287,6.768,0,14,7,0.478,16.096,10,24,16
626,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.357,8,24,17,0.433,16.702,9,27,16,0.516,26.758,11,47,26,0.478,13.539,4,30,13,0.466,45.375,11,174,29,0.433,13.663,6,21,14,0.287,6.681,2,15,6,0.478,16.104,9,26,16
627,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.457,6,26,16,0.433,17.442,9,28,18,0.516,26.129,11,46,25,0.478,13.296,4,24,13,0.466,45.750,11,157,30,0.433,13.865,2,25,14,0.287,6.783,1,15,7,0.478,15.574,6,24,16
628,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.929,5,29,17,0.433,16.615,9,30,16,0.516,26.290,12,59,25,0.478,13.765,4,31,13,0.466,47.893,12,180,31,0.433,13.510,5,27,13,0.287,6.478,0,13,7,0.478,16.278,8,29,15
629,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.614,4,29,16,0.433,15.962,8,28,16,0.516,26.040,13,60,24,0.478,13.191,4,26,13,0.466,45.562,4,157,30,0.433,13.452,5,22,14,0.287,6.652,0,14,6,0.478,16.678,8,26,17
630,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.686,7,27,16,0.433,17.029,10,26,17,0.516,26.000,9,50,25,0.478,12.809,4,25,12,0.466,45.562,8,160,29,0.433,13.212,5,26,13,0.287,6.014,0,11,6,0.478,15.026,3,26,15
631,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.871,10,27,16,0.433,17.192,8,27,17,0.516,24.968,7,46,24,0.478,12.948,2,30,12,0.466,46.545,7,150,31,0.433,13.692,7,22,13,0.287,5.797,0,14,5,0.478,15.530,7,24,15
632,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.143,10,26,18,0.433,17.212,9,28,17,0.516,25.710,9,46,25,0.478,12.817,4,27,13,0.466,46.062,10,160,28,0.433,14.019,5,21,14,0.287,5.855,0,12,6,0.478,16.104,8,26,16
633,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.143,7,23,17,0.433,17.308,9,28,17,0.516,25.589,13,51,24,0.478,12.626,2,25,13,0.466,43.304,10,147,27,0.433,13.808,6,23,13,0.287,7.072,1,14,7,0.478,15.157,7,25,15
634,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.357,8,24,16,0.433,16.327,8,25,16,0.516,25.137,12,52,24,0.478,13.957,4,30,13,0.466,46.027,8,171,31,0.433,13.481,6,21,13,0.287,6.841,1,18,7,0.478,15.739,8,27,16
635,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.186,7,26,15,0.433,17.317,6,25,18,0.516,25.258,12,54,24,0.478,14.157,4,32,14,0.466,48.107,8,171,31,0.433,13.894,4,25,14,0.287,6.986,1,16,6,0.478,15.330,6,31,15
636,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.843,6,24,16,0.433,16.442,6,25,16,0.516,26.758,10,54,26,0.478,13.913,3,26,13,0.466,45.688,9,152,32,0.433,14.481,6,24,15,0.287,7.420,0,16,7,0.478,15.261,6,25,15
637,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.843,6,26,16,0.433,16.221,7,26,16,0.516,26.605,11,54,26,0.478,15.157,3,31,15,0.466,45.839,10,163,30,0.433,13.596,6,24,13,0.287,5.870,0,13,5,0.478,16.104,8,26,16
638,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.500,7,28,16,0.433,15.779,7,24,16,0.516,24.758,10,59,23,0.478,15.191,4,29,14,0.466,45.455,4,163,28,0.433,13.750,6,24,13,0.287,6.348,0,13,6,0.478,15.252,8,24,15
639,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.386,8,26,16,0.433,16.654,9,34,16,0.516,25.669,11,60,24,0.478,13.843,4,33,14,0.466,46.759,9,164,27,0.433,14.115,4,29,14,0.287,5.942,0,12,6,0.478,15.696,7,23,16
640,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.486,5,24,16,0.433,16.087,8,26,16,0.516,26.524,10,63,24,0.478,13.730,0,30,13,0.466,47.134,6,163,28,0.433,14.644,4,28,15,0.287,7.188,0,12,7,0.478,14.817,7,23,15
641,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.014,8,26,15,0.433,16.327,10,23,17,0.516,26.508,11,53,25,0.478,14.322,5,29,13,0.466,45.750,5,154,30,0.433,14.596,4,23,14,0.287,6.812,0,14,6,0.478,14.991,7,23,15
642,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.529,7,30,16,0.433,15.894,8,25,16,0.516,25.444,11,60,24,0.478,13.052,2,26,12,0.466,45.375,7,154,29,0.433,14.000,5,23,14,0.287,6.261,0,15,6,0.478,14.217,5,24,14
643,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.157,7,26,16,0.433,16.067,8,26,16,0.516,25.823,11,61,25,0.478,13.122,3,26,13,0.466,45.375,11,163,26,0.433,14.471,5,26,15,0.287,6.522,1,13,6,0.478,14.626,6,24,15
644,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.529,9,24,16,0.433,15.346,9,25,15,0.516,24.806,7,53,24,0.478,12.713,4,26,12,0.466,46.473,9,144,29,0.433,13.865,5,25,14,0.287,6.638,0,11,7,0.478,14.826,7,24,15
645,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.557,5,26,15,0.433,15.971,8,24,16,0.516,24.161,13,48,24,0.478,12.148,2,25,12,0.466,46.027,9,170,31,0.433,13.000,5,23,13,0.287,6.855,1,14,7,0.478,14.835,8,24,15
646,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.557,7,24,15,0.433,17.760,9,27,18,0.516,23.323,10,60,22,0.478,11.817,1,22,11,0.466,45.777,8,154,28,0.433,12.798,5,20,13,0.287,6.768,1,13,6,0.478,15.017,7,28,15
647,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,14.586,6,25,14,0.433,16.587,7,31,16,0.516,22.952,12,42,22,0.478,12.652,4,23,12,0.466,43.804,7,145,26,0.433,13.510,5,23,13,0.287,6.565,0,14,6,0.478,14.957,8,25,15
648,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.986,9,24,16,0.433,17.413,6,28,17,0.516,23.911,10,60,23,0.478,12.983,2,26,12,0.466,44.920,8,155,29,0.433,13.067,5,23,13,0.287,5.246,0,10,5,0.478,14.530,5,24,14
649,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.414,7,29,16,0.433,16.692,7,25,16,0.516,24.387,11,57,23,0.478,11.678,3,23,12,0.466,46.830,8,161,30,0.433,13.683,5,23,14,0.287,6.565,0,15,7,0.478,14.496,5,22,14
650,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.829,6,22,16,0.433,16.663,6,26,17,0.516,22.782,8,50,23,0.478,12.939,6,26,13,0.466,44.420,10,149,24,0.433,14.029,1,24,15,0.287,6.275,0,14,7,0.478,14.165,6,21,14
651,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.457,7,26,16,0.433,16.413,9,23,16,0.516,21.823,8,41,21,0.478,12.861,1,24,13,0.466,42.696,8,163,25,0.433,13.298,4,22,13,0.287,5.812,1,12,6,0.478,14.313,6,26,15
652,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.386,8,26,16,0.433,16.365,8,26,16,0.516,23.500,10,60,22,0.478,12.261,4,29,12,0.466,44.714,7,168,27,0.433,13.192,3,25,13,0.287,6.449,1,17,6,0.478,14.617,7,25,15
653,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,16.257,11,27,16,0.433,16.423,7,28,16,0.516,22.492,8,40,22,0.478,12.417,0,25,12,0.466,43.179,9,157,25,0.433,12.673,5,22,12,0.287,6.420,1,15,6,0.478,14.417,7,26,14
654,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.243,6,22,15,0.433,16.567,8,28,16,0.516,21.073,10,33,21,0.478,12.687,3,27,12,0.466,42.857,9,143,24,0.433,13.346,5,25,13,0.287,6.188,1,13,6,0.478,14.939,6,28,15
655,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.586,8,23,15,0.433,16.231,7,26,16,0.516,21.839,12,37,21,0.478,11.904,2,26,11,0.466,43.964,5,156,26,0.433,12.712,5,26,12,0.287,5.899,0,13,6,0.478,14.391,7,26,14
656,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.829,8,26,16,0.433,17.115,8,27,17,0.516,20.919,8,34,21,0.478,11.913,1,25,11,0.466,42.170,9,156,26,0.433,12.904,4,22,13,0.287,5.855,0,13,5,0.478,15.009,7,25,15
657,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.786,9,28,15,0.433,16.827,6,28,17,0.516,20.040,9,40,19,0.478,12.800,2,26,13,0.466,40.714,6,151,25,0.433,13.856,5,32,14,0.287,6.101,0,14,6,0.478,14.383,7,22,14
658,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,15.943,10,23,16,0.433,17.019,9,26,17,0.516,21.250,12,38,21,0.478,12.513,3,24,12,0.466,41.545,9,139,25,0.433,14.433,6,27,14,0.287,6.043,1,12,6,0.478,14.887,6,27,15
