 ,Label,Area1,Mean1,Min1,Max1,Median1,Area2,Mean2,Min2,Max2,Median2,Area3,Mean3,Min3,Max3,Median3,Area4,Mean4,Min4,Max4,Median4,Area5,Mean5,Min5,Max5,Median5,Area6,Mean6,Min6,Max6,Median6,Area7,Mean7,Min7,Max7,Median7,Area8,Mean8,Min8,Max8,Median8
178,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.971,11,52,25,0.433,119.279,28,255,101,0.516,62.435,21,129,56,0.478,11.330,5,20,12,0.466,11.438,4,19,12,0.433,28.558,13,51,28,0.287,48.449,15,99,43,0.478,24.157,16,38,24
179,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.914,13,54,23,0.433,119.125,32,255,99,0.516,61.613,23,138,52,0.478,10.835,2,22,10,0.466,11.295,4,19,11,0.433,28.500,15,50,27,0.287,45.348,16,105,41,0.478,23.539,15,35,23
180,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.457,14,48,24,0.433,111.760,26,255,90,0.516,62.815,17,136,57,0.478,11.000,2,20,10,0.466,11.080,4,22,11,0.433,28.663,11,49,29,0.287,40.522,10,90,37,0.478,23.357,11,34,24
181,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.129,11,51,26,0.433,116.817,27,255,102,0.516,63.532,21,160,54,0.478,11.139,5,18,11,0.466,12.304,4,20,13,0.433,28.317,11,53,28,0.287,39.681,10,82,36,0.478,22.722,13,32,23
182,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.186,14,51,26,0.433,117.894,24,255,108,0.516,62.242,15,131,55,0.478,11.417,4,21,11,0.466,11.652,5,20,11,0.433,29.010,12,53,28,0.287,38.928,13,80,36,0.478,23.035,14,34,23
183,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.957,11,50,26,0.433,118.471,20,255,103,0.516,63.258,19,140,55,0.478,11.452,2,19,11,0.466,11.625,4,20,12,0.433,29.154,14,52,27,0.287,38.101,13,77,34,0.478,22.061,9,36,22
184,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.386,11,46,25,0.433,121.356,26,255,105,0.516,64.492,22,143,56,0.478,11.087,5,20,11,0.466,11.857,5,18,12,0.433,28.173,16,53,26,0.287,39.333,14,84,34,0.478,22.304,9,38,22
185,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.729,12,51,26,0.433,116.894,28,255,95,0.516,64.758,19,144,57,0.478,15.643,6,27,15,0.466,11.768,4,20,12,0.433,29.394,13,54,27,0.287,38.507,14,77,33,0.478,23.313,13,34,23
186,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.586,10,54,27,0.433,120.221,23,255,106,0.516,64.435,20,143,56,0.478,17.070,4,46,15,0.466,11.598,1,21,12,0.433,29.077,12,57,27,0.287,39.101,11,78,37,0.478,22.678,11,37,23
187,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.629,13,54,25,0.433,115.635,29,255,97,0.516,65.161,20,152,58,0.478,14.757,3,37,14,0.466,11.402,5,19,11,0.433,28.385,10,56,28,0.287,31.971,10,63,29,0.478,21.826,12,31,22
188,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.943,11,47,25,0.433,111.510,29,238,102,0.516,65.685,20,153,57,0.478,13.783,4,31,13,0.466,11.705,3,21,11,0.433,29.221,13,51,29,0.287,31.652,10,54,31,0.478,21.904,13,34,21
189,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.100,12,47,27,0.433,112.048,28,255,101,0.516,65.839,20,155,59,0.478,16.087,3,36,15,0.466,12.330,4,21,12,0.433,27.885,12,56,27,0.287,31.493,15,55,29,0.478,21.974,10,32,22
190,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,29.043,14,53,28,0.433,108.885,31,243,93,0.516,65.685,19,153,58,0.478,19.296,6,58,16,0.466,11.402,4,27,12,0.433,28.462,10,49,26,0.287,30.275,13,63,28,0.478,22.087,10,33,22
191,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,29.314,14,48,27,0.433,108.625,26,255,84,0.516,66.806,15,154,55,0.478,25.165,5,84,18,0.466,10.723,4,20,11,0.433,27.971,12,50,26,0.287,30.087,10,58,27,0.478,20.991,11,34,21
192,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.214,14,52,28,0.433,106.250,24,241,82,0.516,64.306,16,153,51,0.478,25.261,5,82,19,0.466,12.348,5,19,13,0.433,27.856,7,48,27,0.287,28.565,10,61,25,0.478,22.304,12,34,22
193,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.029,9,45,25,0.433,100.240,18,255,85,0.516,64.645,19,151,53,0.478,28.035,6,79,19,0.466,11.893,3,19,12,0.433,27.240,12,54,26,0.287,25.667,14,47,23,0.478,21.591,8,32,21
194,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.486,14,52,27,0.433,98.135,20,228,85,0.516,63.500,16,149,52,0.478,28.809,9,92,19,0.466,11.750,3,24,12,0.433,26.596,9,48,26,0.287,26.188,10,44,27,0.478,21.539,13,29,21
195,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.400,13,48,26,0.433,92.240,23,227,77,0.516,62.847,18,142,50,0.478,27.643,7,79,21,0.466,11.857,5,21,11,0.433,26.731,14,42,26,0.287,25.058,10,49,25,0.478,21.774,13,33,22
196,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.671,12,47,23,0.433,95.000,23,239,81,0.516,65.403,19,145,56,0.478,30.817,6,84,23,0.466,11.571,5,20,12,0.433,25.904,9,47,26,0.287,24.841,9,45,25,0.478,22.443,13,33,22
197,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.157,10,46,23,0.433,91.587,23,201,79,0.516,66.726,18,155,60,0.478,31.130,10,87,24,0.466,12.277,4,20,13,0.433,26.462,11,46,25,0.287,24.580,12,46,22,0.478,22.791,13,34,22
198,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.743,9,48,24,0.433,89.327,26,203,80,0.516,64.185,20,146,56,0.478,27.809,6,82,22,0.466,12.277,5,21,12,0.433,27.029,12,47,26,0.287,23.638,12,46,23,0.478,22.017,14,33,22
199,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.757,9,43,25,0.433,84.510,21,184,77,0.516,64.500,14,135,59,0.478,25.948,5,68,22,0.466,12.045,4,22,12,0.433,26.144,10,44,26,0.287,22.870,11,47,23,0.478,22.583,14,30,23
200,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.257,10,44,25,0.433,81.231,23,169,73,0.516,62.016,19,131,56,0.478,25.287,10,77,20,0.466,12.277,5,23,12,0.433,26.183,11,43,26,0.287,23.565,13,37,23,0.478,22.304,12,33,22
201,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.929,12,45,25,0.433,81.923,25,171,76,0.516,61.137,23,122,57,0.478,23.991,6,57,20,0.466,11.741,3,19,12,0.433,25.596,11,41,26,0.287,21.493,11,35,21,0.478,22.670,8,33,23
202,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.529,15,44,24,0.433,79.337,25,189,69,0.516,61.573,17,128,61,0.478,24.643,8,61,20,0.466,12.545,4,21,13,0.433,26.212,11,42,26,0.287,20.942,6,35,21,0.478,22.522,12,33,22
203,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.743,12,47,22,0.433,78.952,23,188,71,0.516,60.323,19,141,53,0.478,24.035,7,59,20,0.466,11.893,4,19,12,0.433,25.433,10,42,25,0.287,20.681,6,32,21,0.478,22.696,10,33,23
204,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.557,10,49,23,0.433,74.933,22,162,66,0.516,58.565,16,135,50,0.478,23.374,7,61,19,0.466,12.688,5,20,13,0.433,26.144,9,41,26,0.287,19.435,8,35,19,0.478,22.487,10,33,23
205,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.514,10,41,24,0.433,76.125,23,185,70,0.516,60.065,15,127,51,0.478,25.357,6,71,20,0.466,12.277,2,22,12,0.433,25.731,8,48,26,0.287,20.145,7,32,21,0.478,22.504,10,32,23
206,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.286,11,44,24,0.433,77.990,18,167,72,0.516,59.806,23,133,54,0.478,26.217,7,64,21,0.466,13.455,6,27,14,0.433,26.519,12,42,26,0.287,20.087,11,35,20,0.478,22.330,7,30,23
207,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.957,11,47,23,0.433,75.750,17,169,69,0.516,62.903,19,128,58,0.478,25.861,8,72,20,0.466,13.152,5,20,13,0.433,25.894,11,46,25,0.287,18.420,7,31,17,0.478,22.026,9,34,22
208,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.314,14,48,24,0.433,75.827,15,163,68,0.516,65.694,24,149,59,0.478,27.122,4,69,22,0.466,12.598,5,21,12,0.433,25.125,11,44,25,0.287,19.507,9,36,19,0.478,22.226,11,37,22
209,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.614,12,53,23,0.433,78.519,19,175,68,0.516,64.766,21,125,61,0.478,28.565,8,76,23,0.466,12.223,4,20,12,0.433,24.904,9,39,25,0.287,19.536,7,35,20,0.478,22.017,13,30,22
210,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.171,9,47,22,0.433,72.500,21,163,65,0.516,62.556,23,131,59,0.478,28.661,7,74,24,0.466,13.393,5,20,14,0.433,24.971,15,39,24,0.287,18.696,9,31,18,0.478,23.330,9,34,24
211,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.957,10,48,24,0.433,71.000,20,152,63,0.516,64.992,22,141,60,0.478,31.383,11,76,23,0.466,12.643,6,21,13,0.433,26.510,10,46,26,0.287,18.478,5,28,19,0.478,22.209,11,31,22
212,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.029,10,37,22,0.433,72.375,23,146,66,0.516,67.258,22,138,62,0.478,30.235,7,81,24,0.466,11.920,5,22,12,0.433,25.087,12,44,25,0.287,18.043,7,30,17,0.478,22.409,13,33,23
213,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.814,11,49,22,0.433,71.519,19,156,66,0.516,68.935,23,138,67,0.478,31.861,9,85,25,0.466,12.598,4,23,13,0.433,25.779,9,42,25,0.287,16.232,6,35,16,0.478,22.365,14,33,22
214,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,22.829,10,36,22,0.433,74.865,23,158,73,0.516,65.927,23,136,62,0.478,33.278,7,92,25,0.466,12.571,2,20,13,0.433,24.067,12,37,24,0.287,16.188,7,25,16,0.478,21.191,12,34,21
215,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.429,8,45,23,0.433,73.212,22,153,68,0.516,73.347,27,147,68,0.478,34.557,6,92,28,0.466,12.045,4,22,12,0.433,24.981,12,45,25,0.287,17.014,6,28,17,0.478,22.565,9,32,23
216,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.600,14,44,24,0.433,76.365,19,169,76,0.516,80.129,32,161,72,0.478,34.652,9,94,25,0.466,12.071,6,22,12,0.433,24.404,10,38,23,0.287,16.391,8,28,16,0.478,21.513,11,35,21
217,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.957,10,46,24,0.433,77.413,20,184,70,0.516,80.532,34,166,72,0.478,35.930,10,96,30,0.466,11.973,3,25,12,0.433,25.452,13,41,25,0.287,17.565,5,34,17,0.478,21.548,10,36,22
218,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.614,11,48,23,0.433,81.577,24,172,81,0.516,78.694,31,168,72,0.478,36.000,8,102,28,0.466,12.339,5,23,12,0.433,25.192,12,41,24,0.287,17.275,8,29,17,0.478,22.009,14,32,22
219,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.129,11,51,22,0.433,78.846,20,154,79,0.516,79.798,28,170,72,0.478,37.391,8,92,29,0.466,12.429,3,20,13,0.433,25.462,12,47,25,0.287,16.464,5,26,16,0.478,21.652,13,32,21
220,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.571,11,64,24,0.433,78.904,21,159,74,0.516,79.032,31,163,69,0.478,34.922,11,97,26,0.466,12.321,5,20,12,0.433,24.337,10,40,23,0.287,16.667,5,30,16,0.478,21.635,12,32,21
221,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.357,13,42,24,0.433,80.019,21,165,78,0.516,77.306,27,163,68,0.478,33.026,11,89,26,0.466,11.768,4,21,12,0.433,24.702,9,42,25,0.287,14.754,6,25,15,0.478,21.800,9,32,22
222,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.914,13,48,24,0.433,78.115,22,146,75,0.516,79.532,29,160,72,0.478,32.730,9,84,26,0.466,11.554,4,23,11,0.433,25.663,13,50,26,0.287,15.304,9,29,14,0.478,21.452,11,33,21
223,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.157,14,45,24,0.433,74.827,13,137,78,0.516,76.258,33,158,69,0.478,29.722,10,86,23,0.466,11.920,5,20,12,0.433,24.135,8,41,23,0.287,14.609,7,27,14,0.478,21.487,10,35,22
224,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,26.529,13,46,26,0.433,71.923,17,138,68,0.516,78.637,34,169,69,0.478,27.617,5,75,22,0.466,12.420,6,21,12,0.433,23.125,10,40,24,0.287,15.594,8,27,15,0.478,21.365,13,34,22
225,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.743,14,44,23,0.433,72.385,19,135,70,0.516,80.742,38,169,70,0.478,26.713,8,68,20,0.466,12.446,1,23,12,0.433,24.038,10,41,24,0.287,14.594,6,25,15,0.478,21.313,13,33,21
226,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,25.943,15,51,24,0.433,67.673,18,138,66,0.516,83.137,33,180,76,0.478,30.635,7,77,23,0.466,12.384,5,22,12,0.433,23.442,6,43,23,0.287,15.029,4,23,16,0.478,19.548,9,31,19
227,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.443,16,46,23,0.433,65.490,18,120,66,0.516,84.815,40,193,74,0.478,31.922,7,80,25,0.466,12.232,5,20,12,0.433,24.173,11,44,24,0.287,14.536,4,26,14,0.478,20.809,11,29,21
228,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.300,10,48,23,0.433,71.769,20,133,70,0.516,83.782,35,173,74,0.478,31.661,7,82,24,0.466,11.598,4,20,12,0.433,24.173,12,41,23,0.287,14.130,5,28,13,0.478,21.557,7,34,21
229,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.843,9,46,22,0.433,63.538,21,126,61,0.516,81.742,36,181,72,0.478,31.791,7,75,25,0.466,12.134,4,21,12,0.433,23.673,12,44,24,0.287,14.884,7,25,15,0.478,20.130,10,33,20
230,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,23.414,9,40,21,0.433,60.240,18,125,60,0.516,81.347,37,172,69,0.478,31.774,8,82,25,0.466,12.804,6,23,13,0.433,22.385,8,37,22,0.287,16.493,6,30,17,0.478,19.957,12,30,20
231,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,24.100,11,44,24,0.433,66.952,19,136,66,0.516,79.226,27,172,70,0.478,33.374,7,87,25,0.466,12.286,5,19,12,0.433,22.663,10,41,21,0.287,14.928,5,24,15,0.478,20.600,11,32,21
232,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,22.571,10,41,21,0.433,71.596,19,150,70,0.516,77.395,32,164,68,0.478,26.452,7,59,22,0.466,11.911,5,24,12,0.433,23.327,9,40,23,0.287,15.348,3,26,16,0.478,19.965,12,34,20
233,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,21.643,9,47,20,0.433,76.558,15,158,72,0.516,78.435,32,180,68,0.478,26.139,8,61,21,0.466,11.946,4,22,12,0.433,22.375,8,42,22,0.287,15.652,7,30,15,0.478,20.696,10,34,20
234,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,22.986,11,41,22,0.433,75.990,17,160,77,0.516,77.444,31,160,69,0.478,25.826,7,65,23,0.466,12.062,5,21,12,0.433,21.221,7,36,21,0.287,15.058,4,29,15,0.478,19.548,12,31,20
235,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.157,11,35,19,0.433,82.750,20,182,82,0.516,77.637,29,169,66,0.478,28.470,8,62,23,0.466,11.214,3,20,12,0.433,22.048,9,43,21,0.287,14.971,5,31,15,0.478,19.661,12,34,19
236,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.843,10,32,21,0.433,80.510,20,179,75,0.516,77.508,34,161,69,0.478,30.122,7,82,24,0.466,12.179,5,21,12,0.433,21.740,8,36,22,0.287,14.377,4,27,15,0.478,20.104,10,30,20
237,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.171,9,34,19,0.433,74.096,18,168,64,0.516,78.355,32,156,67,0.478,27.809,8,73,22,0.466,12.054,5,21,12,0.433,22.500,13,40,23,0.287,14.768,7,29,14,0.478,20.409,10,30,20
238,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,20.457,12,35,20,0.433,69.308,19,149,66,0.516,77.661,33,154,69,0.478,23.287,8,54,20,0.466,12.375,6,21,12,0.433,22.250,10,38,21,0.287,13.449,5,23,13,0.478,20.417,10,35,20
239,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.386,12,33,18,0.433,68.548,18,147,64,0.516,78.008,36,168,71,0.478,25.835,9,63,20,0.466,11.491,5,20,11,0.433,22.500,10,40,22,0.287,13.493,5,27,13,0.478,20.783,11,30,21
240,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.629,10,35,18,0.433,71.087,20,149,65,0.516,80.452,34,173,69,0.478,23.774,4,65,20,0.466,11.812,2,20,12,0.433,21.894,7,42,21,0.287,14.565,5,27,15,0.478,20.548,13,32,21
241,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.529,10,41,20,0.433,75.779,17,164,72,0.516,154.024,65,255,141,0.478,27.835,10,62,23,0.466,12.545,5,20,12,0.433,22.096,11,35,21,0.287,14.812,7,26,15,0.478,20.765,11,32,21
242,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.457,8,33,19,0.433,69.048,16,135,69,0.516,157.935,73,255,142,0.478,27.713,10,77,24,0.466,11.857,2,21,12,0.433,22.721,10,37,22,0.287,15.348,5,26,15,0.478,21.817,13,36,21
243,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.329,10,32,19,0.433,69.462,20,133,65,0.516,153.855,73,255,133,0.478,28.043,7,66,23,0.466,11.884,2,21,12,0.433,23.423,10,40,23,0.287,14.348,5,25,13,0.478,22.304,12,31,22
244,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.029,7,32,20,0.433,69.087,21,136,68,0.516,147.492,64,255,130,0.478,25.626,7,62,23,0.466,12.071,4,21,12,0.433,21.904,9,41,22,0.287,14.130,6,25,14,0.478,21.765,11,36,21
245,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.671,10,33,19,0.433,70.885,22,136,68,0.516,138.484,62,255,122,0.478,25.591,8,61,20,0.466,11.714,5,20,12,0.433,22.490,12,36,22,0.287,14.478,4,26,14,0.478,21.591,11,32,22
246,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.914,10,40,20,0.433,68.385,22,126,69,0.516,137.887,67,255,127,0.478,27.878,4,61,23,0.466,11.804,6,19,12,0.433,22.269,10,38,22,0.287,14.536,7,22,14,0.478,21.730,13,32,22
247,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.771,11,28,18,0.433,70.538,22,126,69,0.516,162.685,81,255,148,0.478,26.496,6,65,23,0.466,12.402,6,21,12,0.433,23.269,12,36,23,0.287,16.232,7,29,16,0.478,24.217,14,39,25
248,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.129,10,32,19,0.433,71.875,25,133,70,0.516,137.516,62,251,127,0.478,26.774,9,61,23,0.466,12.188,6,23,12,0.433,26.192,12,45,26,0.287,18.072,8,32,18,0.478,24.765,12,38,25
249,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.614,9,33,20,0.433,75.346,23,140,75,0.516,119.476,51,218,113,0.478,28.374,9,63,24,0.466,11.929,4,26,12,0.433,25.808,12,39,26,0.287,17.971,11,30,18,0.478,25.339,14,43,26
250,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.743,9,39,18,0.433,75.904,25,139,73,0.516,111.371,55,221,100,0.478,31.165,6,74,26,0.466,12.929,5,23,13,0.433,26.606,12,42,27,0.287,17.217,8,26,16,0.478,25.965,12,39,26
251,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.500,10,26,19,0.433,73.471,22,132,70,0.516,106.476,54,215,96,0.478,31.957,9,77,26,0.466,11.714,3,20,11,0.433,25.837,11,41,26,0.287,17.725,8,30,17,0.478,26.087,15,41,26
252,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.057,11,28,19,0.433,70.490,26,131,70,0.516,101.419,50,186,93,0.478,26.122,8,58,22,0.466,11.830,3,24,12,0.433,25.712,12,40,26,0.287,18.609,10,33,18,0.478,24.887,12,39,24
253,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.314,8,31,18,0.433,69.298,26,117,69,0.516,95.056,39,169,86,0.478,25.791,7,67,21,0.466,12.571,6,20,13,0.433,25.490,11,41,26,0.287,16.841,10,29,17,0.478,24.870,18,36,25
254,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.614,10,30,19,0.433,65.923,23,116,66,0.516,93.371,42,178,85,0.478,25.348,7,57,22,0.466,11.946,3,21,11,0.433,25.365,12,42,26,0.287,18.652,11,32,18,0.478,25.243,15,40,25
255,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,17.143,7,28,17,0.433,65.663,23,110,65,0.516,88.371,34,166,82,0.478,28.991,7,80,23,0.466,11.393,5,19,11,0.433,22.798,9,34,23,0.287,16.957,7,29,17,0.478,25.652,17,36,26
256,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.286,8,33,19,0.433,64.154,20,107,67,0.516,82.960,37,155,77,0.478,27.565,7,74,23,0.466,11.723,2,20,12,0.433,25.202,13,39,25,0.287,16.783,8,28,17,0.478,25.504,13,36,25
257,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.186,9,32,19,0.433,67.923,24,126,69,0.516,78.484,34,149,72,0.478,27.800,9,73,22,0.466,11.821,4,20,12,0.433,24.144,13,41,24,0.287,17.304,9,28,17,0.478,25.435,13,41,25
258,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.529,10,32,19,0.433,71.740,25,130,69,0.516,75.065,31,133,71,0.478,26.661,9,65,21,0.466,13.170,6,24,13,0.433,24.029,14,38,24,0.287,16.261,8,28,16,0.478,25.148,16,35,25
259,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.657,8,32,20,0.433,71.481,27,126,74,0.516,75.903,35,145,69,0.478,27.809,5,72,21,0.466,12.464,4,19,13,0.433,24.558,13,40,25,0.287,16.304,9,34,15,0.478,24.426,16,34,25
260,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.143,10,30,19,0.433,65.779,19,124,67,0.516,73.823,36,147,67,0.478,20.783,4,61,16,0.466,12.080,4,21,12,0.433,23.596,13,36,24,0.287,15.536,4,29,16,0.478,24.730,16,34,25
261,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.414,10,30,19,0.433,64.096,20,122,65,0.516,72.645,35,139,70,0.478,13.496,3,29,13,0.466,12.688,3,20,13,0.433,23.798,13,41,24,0.287,16.101,7,30,16,0.478,25.661,15,36,26
262,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.543,9,33,18,0.433,64.885,21,124,64,0.516,70.169,34,143,64,0.478,12.539,4,25,12,0.466,13.991,6,22,14,0.433,25.096,13,39,25,0.287,13.551,6,24,13,0.478,24.670,13,33,25
263,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.129,9,29,19,0.433,64.317,23,111,65,0.516,68.065,34,116,63,0.478,12.035,5,21,12,0.466,12.000,4,24,12,0.433,24.567,10,38,25,0.287,14.145,6,30,13,0.478,24.296,16,37,24
264,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,18.457,11,29,18,0.433,59.750,17,106,60,0.516,68.879,28,135,65,0.478,12.226,2,20,12,0.466,12.634,4,20,12,0.433,24.798,10,46,25,0.287,14.986,5,27,15,0.478,25.148,15,38,25
265,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.414,8,32,19,0.433,56.000,18,111,58,0.516,67.395,33,128,63,0.478,11.087,2,23,11,0.466,11.696,4,19,12,0.433,24.154,13,38,24,0.287,13.913,6,25,14,0.478,25.287,14,38,26
266,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,19.000,8,32,19,0.433,58.115,18,111,60,0.516,65.121,27,110,61,0.478,12.217,5,24,13,0.466,11.893,4,20,11,0.433,22.837,9,38,23,0.287,14.406,5,24,14,0.478,25.313,15,35,25
